candidate_id,estimator_type,false_negatives_validation,hyperparameters,overfitting_gap,threshold,threshold_strategy,validation_balanced_accuracy,validation_brier_score,validation_f1,validation_recall
random_forest_n=100_depth=2_leaf=3_class_weight=none_threshold=max_f1,random_forest,0,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.11739130434782608, ""f1_train_minus_validation"": -0.050600885515496574, ""recall_train_minus_validation"": 0.0}",0.22565900079268192,max_f1,0.65,0.22786485941186102,0.5882352941176471,1.0
random_forest_n=100_depth=4_leaf=3_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.11739130434782608, ""f1_train_minus_validation"": -0.050600885515496574, ""recall_train_minus_validation"": 0.0}",0.2959357865819283,max_f1,0.65,0.233988022402568,0.5882352941176471,1.0
random_forest_n=50_depth=4_leaf=3_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.11739130434782608, ""f1_train_minus_validation"": -0.050600885515496574, ""recall_train_minus_validation"": 0.0}",0.3016634485203908,max_f1,0.65,0.23423138115743722,0.5882352941176471,1.0
random_forest_n=50_depth=4_leaf=3_class_weight=none_threshold=max_f1,random_forest,0,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.11739130434782608, ""f1_train_minus_validation"": -0.050600885515496574, ""recall_train_minus_validation"": 0.0}",0.20008877895310792,max_f1,0.65,0.23800441139779804,0.5882352941176471,1.0
random_forest_n=100_depth=4_leaf=3_class_weight=none_threshold=max_f1,random_forest,0,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.11739130434782608, ""f1_train_minus_validation"": -0.050600885515496574, ""recall_train_minus_validation"": 0.0}",0.19566893668075155,max_f1,0.65,0.23898383681180124,0.5882352941176471,1.0
random_forest_n=50_depth=4_leaf=1_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.10652173913043483, ""f1_train_minus_validation"": -0.04475703324808189, ""recall_train_minus_validation"": 0.0}",0.3042591733251306,max_f1,0.65,0.23971735453117662,0.5882352941176471,1.0
random_forest_n=100_depth=4_leaf=1_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.10652173913043483, ""f1_train_minus_validation"": -0.04475703324808189, ""recall_train_minus_validation"": 0.0}",0.27973278644646404,max_f1,0.65,0.24034168755028784,0.5882352941176471,1.0
random_forest_n=100_depth=4_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.10652173913043483, ""f1_train_minus_validation"": -0.04475703324808189, ""recall_train_minus_validation"": 0.0}",0.27973278644646404,recall_priority,0.65,0.24034168755028784,0.5882352941176471,1.0
random_forest_n=50_depth=4_leaf=1_class_weight=none_threshold=max_f1,random_forest,0,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.11739130434782608, ""f1_train_minus_validation"": -0.050600885515496574, ""recall_train_minus_validation"": 0.0}",0.19921401644002937,max_f1,0.65,0.24867307470780278,0.5882352941176471,1.0
random_forest_n=100_depth=4_leaf=1_class_weight=none_threshold=max_f1,random_forest,0,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.11739130434782608, ""f1_train_minus_validation"": -0.050600885515496574, ""recall_train_minus_validation"": 0.0}",0.18984591930929923,max_f1,0.65,0.24888600589335608,0.5882352941176471,1.0
logistic_regression_C=10.0_class_weight=balanced_threshold=recall_priority,logistic_regression,1,"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.30120694197010905,recall_priority,0.65,0.20814758623169513,0.5714285714285714,0.8
logistic_regression_C=1.0_class_weight=balanced_threshold=recall_priority,logistic_regression,1,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.32018845190800854,recall_priority,0.65,0.2109423526730358,0.5714285714285714,0.8
logistic_regression_C=0.1_class_weight=none_threshold=max_f1,logistic_regression,1,"{""C"": 0.1, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.2990998128453128,max_f1,0.65,0.21688024311045007,0.5714285714285714,0.8
logistic_regression_C=0.1_class_weight=none_threshold=recall_priority,logistic_regression,1,"{""C"": 0.1, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.2990998128453128,recall_priority,0.65,0.21688024311045007,0.5714285714285714,0.8
logistic_regression_C=1.0_class_weight=none_threshold=recall_priority,logistic_regression,1,"{""C"": 1.0, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.20454949960548655,recall_priority,0.65,0.22067961070031197,0.5714285714285714,0.8
random_forest_n=50_depth=2_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.3896394885867046,recall_priority,0.65,0.22156566837879288,0.5714285714285714,0.8
logistic_regression_C=10.0_class_weight=none_threshold=recall_priority,logistic_regression,1,"{""C"": 10.0, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.1850414334055254,recall_priority,0.65,0.22223944912236798,0.5714285714285714,0.8
random_forest_n=50_depth=2_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.390153797053081,recall_priority,0.65,0.22376477457590546,0.5714285714285714,0.8
logistic_regression_C=0.1_class_weight=balanced_threshold=recall_priority,logistic_regression,1,"{""C"": 0.1, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.40387220093954734,recall_priority,0.65,0.2240365508437576,0.5714285714285714,0.8
random_forest_n=100_depth=2_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.3669643856763764,recall_priority,0.65,0.2240668520383218,0.5714285714285714,0.8
random_forest_n=50_depth=2_leaf=1_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.26525465762967176,recall_priority,0.65,0.22436016197365266,0.5714285714285714,0.8
random_forest_n=50_depth=2_leaf=3_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.2658422969407153,recall_priority,0.65,0.22436819749826764,0.5714285714285714,0.8
random_forest_n=100_depth=2_leaf=1_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.250924515055488,recall_priority,0.65,0.22724875796841265,0.5714285714285714,0.8
random_forest_n=100_depth=2_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.36677583956582,recall_priority,0.65,0.2273049031872943,0.5714285714285714,0.8
random_forest_n=100_depth=2_leaf=3_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.25050236832445516,recall_priority,0.65,0.22786485941186102,0.5714285714285714,0.8
random_forest_n=100_depth=4_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.32129992906977733,recall_priority,0.65,0.233988022402568,0.5714285714285714,0.8
random_forest_n=50_depth=4_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.3295253046948083,recall_priority,0.65,0.23423138115743722,0.5714285714285714,0.8
random_forest_n=50_depth=4_leaf=3_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.23235741165152932,recall_priority,0.65,0.23800441139779804,0.5714285714285714,0.8
random_forest_n=100_depth=4_leaf=3_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.2230159985942995,recall_priority,0.65,0.23898383681180124,0.5714285714285714,0.8
random_forest_n=50_depth=4_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,1,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.014347826086956506, ""f1_train_minus_validation"": 0.015238095238095273, ""recall_train_minus_validation"": 0.07999999999999996}",0.30782816872918484,recall_priority,0.65,0.23971735453117662,0.5714285714285714,0.8
random_forest_n=50_depth=4_leaf=1_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.014347826086956506, ""f1_train_minus_validation"": 0.015238095238095273, ""recall_train_minus_validation"": 0.07999999999999996}",0.21589335664335668,recall_priority,0.65,0.24867307470780278,0.5714285714285714,0.8
random_forest_n=100_depth=4_leaf=1_class_weight=none_threshold=recall_priority,random_forest,1,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.025217391304347858, ""f1_train_minus_validation"": 0.007518796992481258, ""recall_train_minus_validation"": 0.07999999999999996}",0.200035631035631,recall_priority,0.65,0.24888600589335608,0.5714285714285714,0.8
logistic_regression_C=10.0_class_weight=balanced_threshold=default,logistic_regression,4,"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": 0.15521739130434786, ""f1_train_minus_validation"": 0.326271186440678, ""recall_train_minus_validation"": 0.48000000000000004}",0.5,default,0.5,0.20814758623169513,0.25,0.2
logistic_regression_C=1.0_class_weight=balanced_threshold=default,logistic_regression,4,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": 0.15521739130434786, ""f1_train_minus_validation"": 0.326271186440678, ""recall_train_minus_validation"": 0.48000000000000004}",0.5,default,0.5,0.2109423526730358,0.25,0.2
logistic_regression_C=0.1_class_weight=balanced_threshold=default,logistic_regression,4,"{""C"": 0.1, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": 0.14434782608695662, ""f1_train_minus_validation"": 0.31666666666666665, ""recall_train_minus_validation"": 0.48000000000000004}",0.5,default,0.5,0.2240365508437576,0.25,0.2
logistic_regression_C=0.1_class_weight=none_threshold=default,logistic_regression,5,"{""C"": 0.1, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.21688024311045007,0.0,0.0
logistic_regression_C=1.0_class_weight=none_threshold=default,logistic_regression,5,"{""C"": 1.0, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": 0.16565217391304343, ""f1_train_minus_validation"": 0.5365853658536586, ""recall_train_minus_validation"": 0.44}",0.5,default,0.5,0.22067961070031197,0.0,0.0
logistic_regression_C=10.0_class_weight=none_threshold=default,logistic_regression,5,"{""C"": 10.0, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": 0.16565217391304343, ""f1_train_minus_validation"": 0.5365853658536586, ""recall_train_minus_validation"": 0.44}",0.5,default,0.5,0.22223944912236798,0.0,0.0
random_forest_n=50_depth=2_leaf=1_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.22436016197365266,0.0,0.0
random_forest_n=50_depth=2_leaf=3_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.22436819749826764,0.0,0.0
random_forest_n=100_depth=2_leaf=1_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.22724875796841265,0.0,0.0
random_forest_n=100_depth=2_leaf=3_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.22786485941186102,0.0,0.0
random_forest_n=50_depth=4_leaf=3_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.15652173913043477, ""f1_train_minus_validation"": 0.5128205128205128, ""recall_train_minus_validation"": 0.4}",0.5,default,0.5,0.23800441139779804,0.0,0.0
random_forest_n=100_depth=4_leaf=3_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.23898383681180124,0.0,0.0
random_forest_n=50_depth=4_leaf=1_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.24867307470780278,0.0,0.0
random_forest_n=100_depth=4_leaf=1_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.14913043478260868, ""f1_train_minus_validation"": 0.47058823529411764, ""recall_train_minus_validation"": 0.32}",0.5,default,0.5,0.24888600589335608,0.0,0.0
random_forest_n=50_depth=2_leaf=1_class_weight=balanced_threshold=default,random_forest,5,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.2304347826086956, ""f1_train_minus_validation"": 0.5882352941176471, ""recall_train_minus_validation"": 0.6}",0.5,default,0.45,0.22156566837879288,0.0,0.0
random_forest_n=50_depth=2_leaf=3_class_weight=balanced_threshold=default,random_forest,5,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.21956521739130425, ""f1_train_minus_validation"": 0.5769230769230769, ""recall_train_minus_validation"": 0.6}",0.5,default,0.45,0.22376477457590546,0.0,0.0
random_forest_n=100_depth=2_leaf=1_class_weight=balanced_threshold=default,random_forest,5,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.21956521739130425, ""f1_train_minus_validation"": 0.5769230769230769, ""recall_train_minus_validation"": 0.6}",0.5,default,0.45,0.2240668520383218,0.0,0.0
