candidate_id,estimator_type,false_negatives_validation,hyperparameters,overfitting_gap,threshold,threshold_strategy,validation_balanced_accuracy,validation_brier_score,validation_f1,validation_recall
random_forest_n=50_depth=4_leaf=1_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.4760963548021915,max_f1,0.65,0.2210746059386614,0.5882352941176471,1.0
random_forest_n=100_depth=4_leaf=1_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.457236033346275,max_f1,0.65,0.2228325245716843,0.5882352941176471,1.0
random_forest_n=50_depth=4_leaf=3_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.4738893905445823,max_f1,0.65,0.22575044173826717,0.5882352941176471,1.0
logistic_regression_C=10.0_class_weight=balanced_threshold=max_f1,logistic_regression,0,"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.44140539532238565,max_f1,0.65,0.22593896925775933,0.5882352941176471,1.0
random_forest_n=100_depth=4_leaf=3_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.45565144130144347,max_f1,0.65,0.2282157257036004,0.5882352941176471,1.0
random_forest_n=50_depth=2_leaf=1_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.47212901422596704,max_f1,0.65,0.22862134050992106,0.5882352941176471,1.0
random_forest_n=100_depth=2_leaf=1_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.46165512226351907,max_f1,0.65,0.2298190177424622,0.5882352941176471,1.0
random_forest_n=50_depth=2_leaf=3_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.47212901422596704,max_f1,0.65,0.23044300305101803,0.5882352941176471,1.0
random_forest_n=100_depth=2_leaf=3_class_weight=balanced_threshold=max_f1,random_forest,0,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.460288968151468,max_f1,0.65,0.23354399518893415,0.5882352941176471,1.0
logistic_regression_C=1.0_class_weight=balanced_threshold=max_f1,logistic_regression,0,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.12652173913043485, ""f1_train_minus_validation"": -0.06076276664511959, ""recall_train_minus_validation"": -0.040000000000000036}",0.4468147229226472,max_f1,0.65,0.23469529019161123,0.5882352941176471,1.0
random_forest_n=50_depth=4_leaf=1_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.4114174740807867,recall_priority,0.6,0.2039868605717973,0.5,0.6
random_forest_n=50_depth=4_leaf=3_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.41455252172085594,recall_priority,0.6,0.20623148638906122,0.5,0.6
random_forest_n=100_depth=4_leaf=1_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.4150500802031457,recall_priority,0.6,0.20637343475430414,0.5,0.6
logistic_regression_C=10.0_class_weight=none_threshold=recall_priority,logistic_regression,2,"{""C"": 10.0, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.3989412984996876,recall_priority,0.6,0.20808029823021282,0.5,0.6
random_forest_n=50_depth=2_leaf=1_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.4135643987863275,recall_priority,0.6,0.20835859871268222,0.5,0.6
random_forest_n=100_depth=4_leaf=3_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.41617117545175175,recall_priority,0.6,0.20896532228211626,0.5,0.6
random_forest_n=50_depth=2_leaf=3_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.4135502609105901,recall_priority,0.6,0.20930395196483567,0.5,0.6
random_forest_n=100_depth=2_leaf=1_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.4072901959925672,recall_priority,0.6,0.21064743465469707,0.5,0.6
random_forest_n=100_depth=2_leaf=3_class_weight=none_threshold=recall_priority,random_forest,2,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.4072995899414287,recall_priority,0.6,0.2122071937767109,0.5,0.6
logistic_regression_C=1.0_class_weight=none_threshold=recall_priority,logistic_regression,2,"{""C"": 1.0, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.3954510787522368,recall_priority,0.6,0.21449857755428076,0.5,0.6
random_forest_n=50_depth=4_leaf=1_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.2210746059386614,0.5,0.6
random_forest_n=50_depth=4_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5536828369580422,recall_priority,0.6,0.2210746059386614,0.5,0.6
random_forest_n=100_depth=4_leaf=1_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.2228325245716843,0.5,0.6
random_forest_n=100_depth=4_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5554129979420541,recall_priority,0.6,0.2228325245716843,0.5,0.6
random_forest_n=50_depth=4_leaf=3_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.22575044173826717,0.5,0.6
random_forest_n=50_depth=4_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5567571468616804,recall_priority,0.6,0.22575044173826717,0.5,0.6
logistic_regression_C=10.0_class_weight=balanced_threshold=default,logistic_regression,2,"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.22593896925775933,0.5,0.6
logistic_regression_C=10.0_class_weight=balanced_threshold=recall_priority,logistic_regression,2,"{""C"": 10.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5490606651568672,recall_priority,0.6,0.22593896925775933,0.5,0.6
logistic_regression_C=0.1_class_weight=none_threshold=max_f1,logistic_regression,2,"{""C"": 0.1, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.41505276112541156,max_f1,0.6,0.2264348036116217,0.5,0.6
logistic_regression_C=0.1_class_weight=none_threshold=recall_priority,logistic_regression,2,"{""C"": 0.1, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.41505276112541156,recall_priority,0.6,0.2264348036116217,0.5,0.6
random_forest_n=100_depth=4_leaf=3_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.2282157257036004,0.5,0.6
random_forest_n=100_depth=4_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5565501373674412,recall_priority,0.6,0.2282157257036004,0.5,0.6
random_forest_n=50_depth=2_leaf=1_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.22862134050992106,0.5,0.6
random_forest_n=50_depth=2_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5541702631471314,recall_priority,0.6,0.22862134050992106,0.5,0.6
random_forest_n=100_depth=2_leaf=1_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.2298190177424622,0.5,0.6
random_forest_n=100_depth=2_leaf=1_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5453420200505384,recall_priority,0.6,0.2298190177424622,0.5,0.6
random_forest_n=50_depth=2_leaf=3_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.23044300305101803,0.5,0.6
random_forest_n=50_depth=2_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5541806126169482,recall_priority,0.6,0.23044300305101803,0.5,0.6
random_forest_n=100_depth=2_leaf=3_class_weight=balanced_threshold=default,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.23354399518893415,0.5,0.6
random_forest_n=100_depth=2_leaf=3_class_weight=balanced_threshold=recall_priority,random_forest,2,"{""class_weight"": ""balanced"", ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5469432112876695,recall_priority,0.6,0.23354399518893415,0.5,0.6
logistic_regression_C=1.0_class_weight=balanced_threshold=default,logistic_regression,2,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.23469529019161123,0.5,0.6
logistic_regression_C=1.0_class_weight=balanced_threshold=recall_priority,logistic_regression,2,"{""C"": 1.0, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5382680779810036,recall_priority,0.6,0.23469529019161123,0.5,0.6
logistic_regression_C=0.1_class_weight=balanced_threshold=default,logistic_regression,2,"{""C"": 0.1, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.5,default,0.6,0.24686049399338106,0.5,0.6
logistic_regression_C=0.1_class_weight=balanced_threshold=max_f1,logistic_regression,2,"{""C"": 0.1, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.513852758437707,max_f1,0.6,0.24686049399338106,0.5,0.6
logistic_regression_C=0.1_class_weight=balanced_threshold=recall_priority,logistic_regression,2,"{""C"": 0.1, ""class_weight"": ""balanced"", ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": -0.02826086956521745, ""f1_train_minus_validation"": -0.008196721311475419, ""recall_train_minus_validation"": 0.0}",0.513852758437707,recall_priority,0.6,0.24686049399338106,0.5,0.6
random_forest_n=50_depth=4_leaf=1_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.0, ""f1_train_minus_validation"": 0.0, ""recall_train_minus_validation"": 0.0}",0.5,default,0.5,0.2039868605717973,0.0,0.0
random_forest_n=50_depth=4_leaf=3_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.0, ""f1_train_minus_validation"": 0.0, ""recall_train_minus_validation"": 0.0}",0.5,default,0.5,0.20623148638906122,0.0,0.0
random_forest_n=100_depth=4_leaf=1_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.0, ""f1_train_minus_validation"": 0.0, ""recall_train_minus_validation"": 0.0}",0.5,default,0.5,0.20637343475430414,0.0,0.0
logistic_regression_C=10.0_class_weight=none_threshold=default,logistic_regression,5,"{""C"": 10.0, ""class_weight"": null, ""max_iter"": 500, ""random_state"": 42, ""solver"": ""liblinear""}","{""balanced_accuracy_train_minus_validation"": 0.0, ""f1_train_minus_validation"": 0.0, ""recall_train_minus_validation"": 0.0}",0.5,default,0.5,0.20808029823021282,0.0,0.0
random_forest_n=50_depth=2_leaf=1_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.0, ""f1_train_minus_validation"": 0.0, ""recall_train_minus_validation"": 0.0}",0.5,default,0.5,0.20835859871268222,0.0,0.0
random_forest_n=100_depth=4_leaf=3_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 4, ""min_samples_leaf"": 3, ""n_estimators"": 100, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.0, ""f1_train_minus_validation"": 0.0, ""recall_train_minus_validation"": 0.0}",0.5,default,0.5,0.20896532228211626,0.0,0.0
random_forest_n=50_depth=2_leaf=3_class_weight=none_threshold=default,random_forest,5,"{""class_weight"": null, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 50, ""n_jobs"": 1, ""random_state"": 42}","{""balanced_accuracy_train_minus_validation"": 0.0, ""f1_train_minus_validation"": 0.0, ""recall_train_minus_validation"": 0.0}",0.5,default,0.5,0.20930395196483567,0.0,0.0
